Region	Distance_to_Start	Sum_of_base_coverage	Count	Average_Read_Depth
3UTR	738	4610524	97580	47.2487
3UTR	739	4601388	97410	47.2373
3UTR	740	4599995	97410	47.223
3UTR	741	4570673	96390	47.4185
3UTR	742	4561561	96220	47.4076
3UTR	743	4562972	96220	47.4223
3UTR	744	4562718	96220	47.4196
3UTR	745	4557180	96050	47.4459
3UTR	746	4540302	95710	47.4381
3UTR	747	4540731	95710	47.4426
3UTR	748	4544010	95710	47.4769
3UTR	749	4544211	95710	47.479
3UTR	750	4544181	95710	47.4786
3UTR	751	4534142	95540	47.458
3UTR	752	4535587	95540	47.4732
3UTR	753	4534559	95540	47.4624
3UTR	754	4536157	95540	47.4791
3UTR	755	4536420	95030	47.7367
3UTR	756	4536394	95030	47.7364
3UTR	757	4535258	95030	47.7245
3UTR	758	4534791	95030	47.7196
3UTR	759	4524594	94860	47.6976
3UTR	760	4510672	94690	47.6362
3UTR	761	4509636	94690	47.6253
3UTR	762	4511704	94690	47.6471
3UTR	763	4512630	94690	47.6569
3UTR	764	4510847	94690	47.6381
3UTR	765	4511566	94690	47.6456
3UTR	766	4504053	94520	47.6519
3UTR	767	4503351	94520	47.6444
3UTR	768	4503017	94520	47.6409
3UTR	769	4503879	94520	47.65
3UTR	770	4484340	94180	47.6146
3UTR	771	4478081	94010	47.6341
3UTR	772	4479860	94010	47.653
3UTR	773	4479731	94010	47.6516
3UTR	774	4481145	94010	47.6667
3UTR	775	4472935	93840	47.6655
3UTR	776	4474115	93840	47.6781
3UTR	777	4474878	93840	47.6863
3UTR	778	4474938	93840	47.6869
3UTR	779	4458852	93500	47.6883
3UTR	780	4455566	93500	47.6531
3UTR	781	4455390	93500	47.6512
3UTR	782	4455482	93500	47.6522
3UTR	783	4453889	93500	47.6352
3UTR	784	4445192	93330	47.6288
3UTR	785	4445319	93330	47.6301
3UTR	786	4437546	93160	47.6336
3UTR	787	4437208	93160	47.63
3UTR	788	4437109	93160	47.6289
3UTR	789	4426479	92990	47.6017
3UTR	790	4427597	92990	47.6137
3UTR	791	4427940	92990	47.6174
3UTR	792	4417466	92820	47.5917
3UTR	793	4416690	92820	47.5834
3UTR	794	4408562	92650	47.583
3UTR	795	4408356	92650	47.5807
3UTR	796	4409052	92650	47.5883
3UTR	797	4408892	92650	47.5865
3UTR	798	4411151	92650	47.6109
3UTR	799	4394177	91120	48.2241
3UTR	800	4393902	91120	48.221
3UTR	801	4394458	91120	48.2272
3UTR	802	4395101	91120	48.2342
3UTR	803	4395696	91120	48.2407
3UTR	804	4396613	91120	48.2508
3UTR	805	4397654	91120	48.2622
3UTR	806	4397196	91120	48.2572
3UTR	807	4397540	91120	48.261
3UTR	808	4399257	91120	48.2798
3UTR	809	4398452	91120	48.271
3UTR	810	4390610	90950	48.275
3UTR	811	4390417	90950	48.2729
3UTR	812	4391779	90950	48.2878
3UTR	813	4393338	90950	48.305
3UTR	814	4394711	90950	48.3201
3UTR	815	4394396	90950	48.3166
3UTR	816	4394193	90950	48.3144
3UTR	817	4395988	90950	48.3341
3UTR	818	4398273	90950	48.3592
3UTR	819	4389482	90780	48.353
3UTR	820	4391197	90780	48.3719
3UTR	821	4385219	90610	48.3966
3UTR	822	4380793	90440	48.4387
3UTR	823	4371009	90270	48.4215
3UTR	824	4361473	90100	48.407
3UTR	825	4360675	90100	48.3982
3UTR	826	4360897	90100	48.4006
3UTR	827	4360316	90100	48.3942
3UTR	828	4360491	90100	48.3961
3UTR	829	4359596	90100	48.3862
3UTR	830	4358631	90100	48.3755
3UTR	831	4341821	89760	48.3714
3UTR	832	4331682	89590	48.3501
3UTR	833	4331218	89590	48.3449
3UTR	834	4332308	89590	48.357
3UTR	835	4331076	89590	48.3433
3UTR	836	4331369	89590	48.3466
3UTR	837	4332404	89590	48.3581
3UTR	838	4331508	89590	48.3481
3UTR	839	4330879	89590	48.3411
3UTR	840	4326248	89420	48.3812
3UTR	841	4317377	89250	48.374
3UTR	842	4317206	89250	48.3721
3UTR	843	4305600	89080	48.3341
3UTR	844	4305957	89080	48.3381
3UTR	845	4306422	89080	48.3433
3UTR	846	4307320	89080	48.3534
3UTR	847	4300301	88910	48.3669
3UTR	848	4299644	88910	48.3595
3UTR	849	4300514	88910	48.3693
3UTR	850	4301830	88910	48.3841
3UTR	851	4293892	88740	48.3873
3UTR	852	4294928	88740	48.399
3UTR	853	4286417	88570	48.3958
3UTR	854	4287286	88570	48.4056
3UTR	855	4290377	88570	48.4405
3UTR	856	4292432	88570	48.4637
3UTR	857	4292790	88570	48.4678
3UTR	858	4287235	88400	48.4981
3UTR	859	4289570	88400	48.5245
3UTR	860	4291559	88400	48.547
3UTR	861	4274920	87380	48.9233
3UTR	862	4274564	87380	48.9192
3UTR	863	4274787	87380	48.9218
3UTR	864	4266668	87210	48.9241
3UTR	865	4266258	87210	48.9194
3UTR	866	4266316	87210	48.92
3UTR	867	4266489	87210	48.922
3UTR	868	4268732	87210	48.9477
3UTR	869	4262209	87040	48.9684
3UTR	870	4261700	87040	48.9625
3UTR	871	4262190	87040	48.9682
3UTR	872	4263251	87040	48.9804
3UTR	873	4264235	87040	48.9917
3UTR	874	4255849	86870	48.991
3UTR	875	4253983	86870	48.9695
3UTR	876	4253989	86870	48.9696
3UTR	877	4254086	86870	48.9707
3UTR	878	4251980	86870	48.9465
3UTR	879	4235781	86530	48.9516
3UTR	880	4226367	86360	48.9389
3UTR	881	4226410	86360	48.9394
3UTR	882	4219676	86190	48.9578
3UTR	883	4211414	86020	48.9585
3UTR	884	4212117	86020	48.9667
3UTR	885	4212923	86020	48.9761
3UTR	886	4211518	86020	48.9598
3UTR	887	4200360	85850	48.9267
3UTR	888	4199025	85850	48.9112
3UTR	889	4191470	85680	48.9201
3UTR	890	4189944	85680	48.9022
3UTR	891	4190320	85680	48.9066
3UTR	892	4192194	85680	48.9285
3UTR	893	4193468	85680	48.9434
3UTR	894	4192331	85680	48.9301
3UTR	895	4192009	85680	48.9263
3UTR	896	4191659	85680	48.9223
3UTR	897	4190324	85680	48.9067
3UTR	898	4189119	85680	48.8926
3UTR	899	4176920	85510	48.8472
3UTR	900	4168202	85340	48.8423
3UTR	901	4169250	85340	48.8546
3UTR	902	4159147	85170	48.8335
3UTR	903	4151126	85000	48.8368
3UTR	904	4149793	85000	48.8211
3UTR	905	4148999	85000	48.8118
3UTR	906	4148838	85000	48.8099
3UTR	907	4150047	85000	48.8241
3UTR	908	4148300	85000	48.8035
3UTR	909	4140386	84830	48.808
3UTR	910	4140387	84830	48.8081
3UTR	911	4130944	84660	48.7945
3UTR	912	4121406	84490	48.7798
3UTR	913	4121946	84490	48.7862
3UTR	914	4111582	84320	48.7616
3UTR	915	4112439	84320	48.7718
3UTR	916	4114337	84320	48.7943
3UTR	917	4113791	84320	48.7878
3UTR	918	4112959	84320	48.778
3UTR	919	4111975	84320	48.7663
3UTR	920	4109788	84320	48.7404
3UTR	921	4109573	84320	48.7378
3UTR	922	4110890	84320	48.7534
3UTR	923	4112402	84320	48.7714
3UTR	924	4113149	84320	48.7802
3UTR	925	4113617	84320	48.7858
3UTR	926	4114093	84320	48.7914
3UTR	927	4113787	84320	48.7878
3UTR	928	4113597	84320	48.7855
3UTR	929	4113793	84320	48.7879
3UTR	930	4104473	84150	48.7757
3UTR	931	4104430	84150	48.7752
3UTR	932	4104051	84150	48.7707
3UTR	933	4104812	84150	48.7797
3UTR	934	4104766	84150	48.7792
3UTR	935	4106369	84150	48.7982
3UTR	936	4098063	83980	48.7981
3UTR	937	4087656	83810	48.7729
3UTR	938	4088393	83810	48.7817
3UTR	939	4090300	83810	48.8044
3UTR	940	4090545	83810	48.8074
3UTR	941	4093892	83810	48.8473
3UTR	942	4087401	83640	48.869
3UTR	943	4086369	83640	48.8566
3UTR	944	4076385	83470	48.8365
3UTR	945	4077660	83470	48.8518
3UTR	946	4070113	83300	48.8609
3UTR	947	4067558	83300	48.8302
3UTR	948	4067590	83300	48.8306
3UTR	949	4070400	83300	48.8643
3UTR	950	4069817	83300	48.8573
3UTR	951	4069570	83300	48.8544
3UTR	952	4069767	83300	48.8567
3UTR	953	4070323	83300	48.8634
3UTR	954	4071484	83300	48.8774
3UTR	955	4063569	83130	48.8821
3UTR	956	4055125	82960	48.8805
3UTR	957	4056182	82960	48.8932
3UTR	958	4054946	82960	48.8783
3UTR	959	4055008	82960	48.8791
3UTR	960	4055580	82960	48.886
3UTR	961	4057734	82960	48.9119
3UTR	962	4058375	82960	48.9197
3UTR	963	4059807	82960	48.9369
3UTR	964	4058425	82960	48.9203
3UTR	965	4049867	82790	48.9173
3UTR	966	4038053	82620	48.875
3UTR	967	4037688	82620	48.8706
3UTR	968	4037460	82620	48.8678
3UTR	969	4036073	82620	48.851
3UTR	970	4037425	82620	48.8674
3UTR	971	4028638	82450	48.8616
3UTR	972	4018946	82280	48.8447
3UTR	973	4018488	82280	48.8392
3UTR	974	3998726	81940	48.8007
3UTR	975	4000915	81940	48.8274
3UTR	976	3992754	81770	48.8291
3UTR	977	3992368	81770	48.8244
3UTR	978	3993371	81770	48.8366
3UTR	979	3993001	81770	48.8321
3UTR	980	3991843	81770	48.8179
3UTR	981	3983077	81600	48.8122
3UTR	982	3982492	81600	48.805
3UTR	983	3982383	81600	48.8037
3UTR	984	3981877	81600	48.7975
3UTR	985	3981041	81600	48.7873
3UTR	986	3972286	81430	48.7816
3UTR	987	3974205	81430	48.8052
3UTR	988	3973925	81430	48.8017
3UTR	989	3972113	81430	48.7795
3UTR	990	3971683	81430	48.7742
3UTR	991	3958190	81260	48.7102
3UTR	992	3949815	81090	48.709
3UTR	993	3951095	81090	48.7248
3UTR	994	3950903	81090	48.7224
3UTR	995	3950613	81090	48.7189
3UTR	996	3951035	81090	48.7241
3UTR	997	3952263	81090	48.7392
3UTR	998	3952707	81090	48.7447
3UTR	999	3952798	81090	48.7458
3UTR	1000	3951427	81090	48.7289
3UTR	1001	3951240	81090	48.7266
3UTR	1002	3947667	80920	48.7848
3UTR	1003	3947364	80920	48.7811
3UTR	1004	3948049	80920	48.7895
3UTR	1005	3947226	80920	48.7794
3UTR	1006	3947757	80920	48.7859
3UTR	1007	3946872	80920	48.775
3UTR	1008	3937208	80750	48.758
3UTR	1009	3936668	80750	48.7513
3UTR	1010	3936345	80750	48.7473
3UTR	1011	3924348	80580	48.7013
3UTR	1012	3923287	80580	48.6881
3UTR	1013	3922584	80580	48.6794
3UTR	1014	3923878	80580	48.6954
3UTR	1015	3923759	80580	48.694
3UTR	1016	3912657	80410	48.6588
3UTR	1017	3911257	80410	48.6414
3UTR	1018	3910782	80410	48.6355
3UTR	1019	3911325	80410	48.6423
3UTR	1020	3912054	80410	48.6513
3UTR	1021	3913684	80410	48.6716
3UTR	1022	3914591	80410	48.6829
3UTR	1023	3905530	80240	48.6731
3UTR	1024	3905110	80240	48.6679
3UTR	1025	3895764	80070	48.6545
3UTR	1026	3895959	80070	48.6569
3UTR	1027	3896535	80070	48.6641
3UTR	1028	3897399	80070	48.6749
3UTR	1029	3888563	79900	48.6679
3UTR	1030	3879298	79730	48.6554
3UTR	1031	3880591	79730	48.6717
3UTR	1032	3882110	79730	48.6907
3UTR	1033	3881495	79730	48.683
3UTR	1034	3881579	79730	48.684
3UTR	1035	3881769	79730	48.6864
3UTR	1036	3873765	79560	48.6899
3UTR	1037	3873247	79560	48.6833
3UTR	1038	3873240	79560	48.6833
3UTR	1039	3872588	79560	48.6751
3UTR	1040	3873204	79560	48.6828
3UTR	1041	3862882	79390	48.657
3UTR	1042	3862659	79390	48.6542
3UTR	1043	3862475	79390	48.6519
3UTR	1044	3854685	79220	48.658
3UTR	1045	3846356	79050	48.6573
3UTR	1046	3846315	79050	48.6567
3UTR	1047	3848163	79050	48.6801
3UTR	1048	3847651	79050	48.6736
3UTR	1049	3846313	79050	48.6567
3UTR	1050	3846410	79050	48.6579
3UTR	1051	3838806	78880	48.6664
3UTR	1052	3837551	78880	48.6505
3UTR	1053	3837106	78880	48.6449
3UTR	1054	3837568	78880	48.6507
3UTR	1055	3831749	78710	48.6819
3UTR	1056	3832284	78710	48.6887
3UTR	1057	3833299	78710	48.7015
3UTR	1058	3833792	78710	48.7078
3UTR	1059	3832858	78710	48.6959
3UTR	1060	3834065	78710	48.7113
3UTR	1061	3835412	78710	48.7284
3UTR	1062	3826952	78540	48.7262
3UTR	1063	3829761	78540	48.7619
3UTR	1064	3823242	78370	48.7845
3UTR	1065	3824906	78370	48.8057
3UTR	1066	3815276	78200	48.7887
3UTR	1067	3816723	78200	48.8072
3UTR	1068	3817382	78200	48.8156
3UTR	1069	3818469	78200	48.8295
3UTR	1070	3820516	78200	48.8557
3UTR	1071	3821395	78200	48.8669
3UTR	1072	3822678	78200	48.8834
3UTR	1073	3823503	78200	48.8939
3UTR	1074	3823709	78200	48.8965
3UTR	1075	3815973	78030	48.9039
3UTR	1076	3815465	78030	48.8974
3UTR	1077	3816201	78030	48.9068
3UTR	1078	3817018	78030	48.9173
3UTR	1079	3815718	78030	48.9007
3UTR	1080	3815829	78030	48.9021
3UTR	1081	3815504	78030	48.8979
3UTR	1082	3808636	77860	48.9165
3UTR	1083	3809161	77860	48.9232
3UTR	1084	3810087	77860	48.9351
3UTR	1085	3810216	77860	48.9368
3UTR	1086	3810207	77860	48.9366
3UTR	1087	3809445	77860	48.9269
3UTR	1088	3810236	77860	48.937
3UTR	1089	3810928	77860	48.9459
3UTR	1090	3811543	77860	48.9538
3UTR	1091	3814048	77860	48.986
3UTR	1092	3814596	77860	48.993
3UTR	1093	3814351	77860	48.9899
3UTR	1094	3806008	77690	48.9897
3UTR	1095	3807929	77690	49.0144
3UTR	1096	3809002	77690	49.0282
3UTR	1097	3809435	77690	49.0338
3UTR	1098	3810601	77690	49.0488
3UTR	1099	3811440	77690	49.0596
3UTR	1100	3811095	77690	49.0552
3UTR	1101	3811751	77690	49.0636
3UTR	1102	3810844	77690	49.0519
3UTR	1103	3810947	77690	49.0533
3UTR	1104	3812384	77690	49.0717
3UTR	1105	3812793	77690	49.077
3UTR	1106	3812537	77690	49.0737
3UTR	1107	3804143	77520	49.0731
3UTR	1108	3784036	77180	49.0287
3UTR	1109	3784347	77180	49.0327
3UTR	1110	3784330	77180	49.0325
3UTR	1111	3785565	77180	49.0485
3UTR	1112	3786466	77180	49.0602
3UTR	1113	3786178	77180	49.0565
3UTR	1114	3785798	77180	49.0515
3UTR	1115	3786752	77180	49.0639
3UTR	1116	3788724	77180	49.0895
3UTR	1117	3789908	77180	49.1048
3UTR	1118	3780243	77010	49.0877
3UTR	1119	3780033	77010	49.085
3UTR	1120	3780617	77010	49.0925
3UTR	1121	3780829	77010	49.0953
3UTR	1122	3760589	76670	49.049
3UTR	1123	3760446	76670	49.0472
3UTR	1124	3761634	76670	49.0627
3UTR	1125	3761969	76670	49.067
3UTR	1126	3762961	76670	49.08
3UTR	1127	3763403	76670	49.0857
3UTR	1128	3763735	76670	49.0901
3UTR	1129	3763942	76670	49.0928
3UTR	1130	3763137	76670	49.0823
3UTR	1131	3755089	76500	49.0861
3UTR	1132	3754761	76500	49.0818
3UTR	1133	3754589	76500	49.0796
3UTR	1134	3754805	76500	49.0824
3UTR	1135	3754523	76500	49.0787
3UTR	1136	3755990	76500	49.0979
3UTR	1137	3756671	76500	49.1068
3UTR	1138	3755363	76500	49.0897
3UTR	1139	3755442	76500	49.0907
3UTR	1140	3755178	76500	49.0873
3UTR	1141	3754690	76500	49.0809
3UTR	1142	3756587	76500	49.1057
3UTR	1143	3748056	76330	49.1033
3UTR	1144	3738454	76160	49.0868
3UTR	1145	3737566	76160	49.0752
3UTR	1146	3737953	76160	49.0803
3UTR	1147	3737656	76160	49.0764
3UTR	1148	3728282	75990	49.0628
3UTR	1149	3719392	75820	49.0556
3UTR	1150	3721103	75820	49.0781
3UTR	1151	3719668	75820	49.0592
3UTR	1152	3719530	75820	49.0574
3UTR	1153	3719405	75820	49.0557
3UTR	1154	3721253	75820	49.0801
3UTR	1155	3720993	75820	49.0767
3UTR	1156	3720774	75820	49.0738
3UTR	1157	3721165	75820	49.0789
3UTR	1158	3722112	75820	49.0914
3UTR	1159	3722778	75820	49.1002
3UTR	1160	3715313	75650	49.1119
3UTR	1161	3716859	75650	49.1323
3UTR	1162	3708650	75480	49.1342
3UTR	1163	3707722	75480	49.1219
3UTR	1164	3709339	75480	49.1433
3UTR	1165	3709965	75480	49.1516
3UTR	1166	3702915	75310	49.169
3UTR	1167	3703671	75310	49.179
3UTR	1168	3703836	75310	49.1812
3UTR	1169	3703531	75310	49.1771
3UTR	1170	3703644	75310	49.1786
3UTR	1171	3705457	75310	49.2027
3UTR	1172	3703951	75310	49.1827
3UTR	1173	3704314	75310	49.1875
3UTR	1174	3689017	74970	49.2066
3UTR	1175	3678550	74800	49.1785
3UTR	1176	3677760	74800	49.1679
3UTR	1177	3677539	74800	49.165
3UTR	1178	3667371	74630	49.1407
3UTR	1179	3657325	74460	49.118
3UTR	1180	3658557	74460	49.1345
3UTR	1181	3658628	74460	49.1355
3UTR	1182	3648519	74290	49.1118
3UTR	1183	3647469	74290	49.0977
3UTR	1184	3642318	74120	49.1408
3UTR	1185	3644230	74120	49.1666
3UTR	1186	3643916	74120	49.1624
3UTR	1187	3644583	74120	49.1714
3UTR	1188	3644983	74120	49.1768
3UTR	1189	3645564	74120	49.1846
3UTR	1190	3636255	73950	49.1718
3UTR	1191	3635552	73950	49.1623
3UTR	1192	3636506	73950	49.1752
3UTR	1193	3627544	73780	49.167
3UTR	1194	3618144	73610	49.1529
3UTR	1195	3618330	73610	49.1554
3UTR	1196	3611145	73440	49.1714
3UTR	1197	3611768	73440	49.1798
3UTR	1198	3610974	73440	49.169
3UTR	1199	3610466	73440	49.1621
3UTR	1200	3614144	73440	49.2122
3UTR	1201	3616173	73440	49.2398
3UTR	1202	3609111	73270	49.2577
3UTR	1203	3599597	73100	49.2421
3UTR	1204	3599874	73100	49.2459
3UTR	1205	3600591	73100	49.2557
3UTR	1206	3600894	73100	49.2598
3UTR	1207	3600175	73100	49.25
3UTR	1208	3594227	72930	49.2832
3UTR	1209	3584155	72760	49.26
3UTR	1210	3584527	72760	49.2651
3UTR	1211	3586093	72760	49.2866
3UTR	1212	3577420	72590	49.2825
3UTR	1213	3569915	72420	49.2946
3UTR	1214	3570508	72420	49.3028
3UTR	1215	3561013	72250	49.2874
3UTR	1216	3561663	72250	49.2964
3UTR	1217	3561081	72250	49.2883
3UTR	1218	3561492	72250	49.294
3UTR	1219	3562831	72250	49.3125
3UTR	1220	3562819	72250	49.3124
3UTR	1221	3563291	72250	49.3189
3UTR	1222	3563061	72250	49.3157
3UTR	1223	3564996	72250	49.3425
3UTR	1224	3564865	72250	49.3407
3UTR	1225	3565745	72250	49.3529
3UTR	1226	3565227	72250	49.3457
3UTR	1227	3564009	72250	49.3288
3UTR	1228	3563694	72250	49.3245
3UTR	1229	3564349	72250	49.3336
3UTR	1230	3566037	72250	49.3569
3UTR	1231	3567182	72250	49.3728
3UTR	1232	3557572	72080	49.3559
3UTR	1233	3540150	71740	49.3469
3UTR	1234	3540257	71740	49.3484
3UTR	1235	3541058	71740	49.3596
3UTR	1236	3541015	71740	49.359
3UTR	1237	3541652	71740	49.3679
3UTR	1238	3543825	71740	49.3982
3UTR	1239	3544213	71740	49.4036
3UTR	1240	3527230	71400	49.401
3UTR	1241	3528060	71400	49.4126
3UTR	1242	3528317	71400	49.4162
3UTR	1243	3527959	71400	49.4112
3UTR	1244	3528199	71400	49.4146
3UTR	1245	3528782	71400	49.4227
3UTR	1246	3529443	71400	49.432
3UTR	1247	3529107	71400	49.4273
3UTR	1248	3530760	71400	49.4504
3UTR	1249	3529793	71400	49.4369
3UTR	1250	3529631	71400	49.4346
3UTR	1251	3530409	71400	49.4455
3UTR	1252	3511352	71060	49.4139
3UTR	1253	3513023	71060	49.4374
3UTR	1254	3511737	71060	49.4193
3UTR	1255	3511141	71060	49.4109
3UTR	1256	3512223	71060	49.4262
3UTR	1257	3512231	71060	49.4263
3UTR	1258	3503930	70890	49.4277
3UTR	1259	3505621	70890	49.4516
3UTR	1260	3505948	70890	49.4562
3UTR	1261	3504606	70890	49.4372
3UTR	1262	3504042	70890	49.4293
3UTR	1263	3503852	70890	49.4266
3UTR	1264	3503269	70890	49.4184
3UTR	1265	3502936	70890	49.4137
3UTR	1266	3500866	70890	49.3845
3UTR	1267	3500283	70890	49.3763
3UTR	1268	3500695	70890	49.3821
3UTR	1269	3500557	70890	49.3801
3UTR	1270	3501002	70890	49.3864
3UTR	1271	3498674	70890	49.3536
3UTR	1272	3498510	70890	49.3512
3UTR	1273	3499255	70890	49.3618
3UTR	1274	3500078	70890	49.3734
3UTR	1275	3501546	70890	49.3941
3UTR	1276	3501345	70890	49.3912
3UTR	1277	3501000	70890	49.3864
3UTR	1278	3501517	70890	49.3937
3UTR	1279	3503131	70890	49.4164
3UTR	1280	3491625	70720	49.3725
3UTR	1281	3491499	70720	49.3707
3UTR	1282	3490763	70720	49.3603
3UTR	1283	3481480	70550	49.3477
3UTR	1284	3478922	70550	49.3114
3UTR	1285	3459728	70210	49.2769
3UTR	1286	3458525	70210	49.2597
3UTR	1287	3456874	70210	49.2362
3UTR	1288	3455689	70210	49.2193
3UTR	1289	3456703	70210	49.2338
3UTR	1290	3455360	70210	49.2146
3UTR	1291	3454674	70210	49.2049
3UTR	1292	3453890	70210	49.1937
3UTR	1293	3454117	70210	49.1969
3UTR	1294	3455097	70210	49.2109
3UTR	1295	3454509	70210	49.2025
3UTR	1296	3444112	70040	49.1735
3UTR	1297	3443878	70040	49.1702
3UTR	1298	3444932	70040	49.1852
3UTR	1299	3444003	70040	49.1719
3UTR	1300	3441031	70040	49.1295
3UTR	1301	3439702	70040	49.1105
3UTR	1302	3438507	70040	49.0935
3UTR	1303	3437217	70040	49.0751
3UTR	1304	3436818	70040	49.0694
3UTR	1305	3436295	70040	49.0619
3UTR	1306	3436617	70040	49.0665
3UTR	1307	3437779	70040	49.0831
3UTR	1308	3437407	70040	49.0778
3UTR	1309	3439623	70040	49.1094
3UTR	1310	3439289	70040	49.1046
3UTR	1311	3438659	70040	49.0956
3UTR	1312	3440123	70040	49.1165
3UTR	1313	3439130	70040	49.1024
3UTR	1314	3432125	69870	49.1216
3UTR	1315	3433215	69870	49.1372
3UTR	1316	3432651	69870	49.1291
3UTR	1317	3432021	69870	49.1201
3UTR	1318	3432032	69870	49.1203
3UTR	1319	3425126	69700	49.141
3UTR	1320	3417878	69530	49.1569
3UTR	1321	3408465	69360	49.1417
3UTR	1322	3409181	69360	49.152
3UTR	1323	3407412	69360	49.1265
3UTR	1324	3407853	69360	49.1328
3UTR	1325	3408789	69360	49.1463
3UTR	1326	3408401	69360	49.1407
3UTR	1327	3409221	69360	49.1526
3UTR	1328	3409825	69360	49.1613
3UTR	1329	3409679	69360	49.1592
3UTR	1330	3408664	69360	49.1445
3UTR	1331	3408094	69360	49.1363
3UTR	1332	3409255	69360	49.153
3UTR	1333	3410541	69360	49.1716
3UTR	1334	3411195	69360	49.181
3UTR	1335	3412864	69360	49.2051
3UTR	1336	3404732	69190	49.2084
3UTR	1337	3404105	69190	49.1994
3UTR	1338	3403465	69190	49.1901
3UTR	1339	3404287	69190	49.202
3UTR	1340	3396175	69020	49.2057
3UTR	1341	3396311	69020	49.2076
3UTR	1342	3396620	69020	49.2121
3UTR	1343	3396183	69020	49.2058
3UTR	1344	3394508	69020	49.1815
3UTR	1345	3393497	69020	49.1669
3UTR	1346	3383517	68850	49.1433
3UTR	1347	3383185	68850	49.1385
3UTR	1348	3374600	68680	49.1351
3UTR	1349	3375339	68680	49.1459
3UTR	1350	3375722	68680	49.1515
3UTR	1351	3364975	68510	49.1166
3UTR	1352	3365253	68510	49.1206
3UTR	1353	3345432	68170	49.0748
3UTR	1354	3346663	68170	49.0929
3UTR	1355	3338117	68000	49.09
3UTR	1356	3339327	68000	49.1078
3UTR	1357	3339945	68000	49.1168
3UTR	1358	3338892	68000	49.1014
3UTR	1359	3338545	68000	49.0962
3UTR	1360	3338286	68000	49.0924
3UTR	1361	3340346	68000	49.1227
3UTR	1362	3341179	68000	49.135
3UTR	1363	3341526	68000	49.1401
3UTR	1364	3340037	68000	49.1182
3UTR	1365	3338868	68000	49.101
3UTR	1366	3339309	68000	49.1075
3UTR	1367	3339111	68000	49.1046
3UTR	1368	3337931	68000	49.0872
3UTR	1369	3327177	67830	49.0517
3UTR	1370	3327774	67830	49.0605
3UTR	1371	3328492	67830	49.0711
3UTR	1372	3329239	67830	49.0821
3UTR	1373	3328485	67830	49.071
3UTR	1374	3328217	67830	49.067
3UTR	1375	3328638	67830	49.0732
3UTR	1376	3330076	67830	49.0944
3UTR	1377	3330493	67830	49.1006
3UTR	1378	3331129	67830	49.11
3UTR	1379	3330529	67830	49.1011
3UTR	1380	3330494	67830	49.1006
3UTR	1381	3331128	67830	49.11
3UTR	1382	3330992	67830	49.1079
3UTR	1383	3332321	67830	49.1275
3UTR	1384	3327092	67660	49.1737
3UTR	1385	3328953	67660	49.2012
3UTR	1386	3330742	67660	49.2276
3UTR	1387	3332192	67660	49.2491
3UTR	1388	3332957	67660	49.2604
3UTR	1389	3332502	67660	49.2537
3UTR	1390	3332473	67660	49.2532
3UTR	1391	3334192	67660	49.2786
3UTR	1392	3326184	67490	49.2841
3UTR	1393	3318131	67320	49.2889
3UTR	1394	3318245	67320	49.2906
3UTR	1395	3320107	67320	49.3183
3UTR	1396	3320913	67320	49.3303
3UTR	1397	3321032	67320	49.332
3UTR	1398	3321004	67320	49.3316
3UTR	1399	3323480	67320	49.3684
3UTR	1400	3324549	67320	49.3843
3UTR	1401	3325134	67320	49.393
3UTR	1402	3325316	67320	49.3957
3UTR	1403	3326546	67320	49.4139
3UTR	1404	3326123	67320	49.4077
3UTR	1405	3314553	67150	49.3604
3UTR	1406	3315160	67150	49.3695
3UTR	1407	3314922	67150	49.3659
3UTR	1408	3315370	67150	49.3726
3UTR	1409	3314363	67150	49.3576
3UTR	1410	3315444	67150	49.3737
3UTR	1411	3299331	66810	49.3838
3UTR	1412	3289349	66640	49.36
3UTR	1413	3288873	66640	49.3528
3UTR	1414	3290888	66640	49.3831
3UTR	1415	3290237	66640	49.3733
3UTR	1416	3289382	66640	49.3605
3UTR	1417	3289846	66640	49.3674
3UTR	1418	3283277	66470	49.3949
3UTR	1419	3274010	66300	49.3817
3UTR	1420	3274633	66300	49.3911
3UTR	1421	3275779	66300	49.4084
3UTR	1422	3267136	66130	49.4047
3UTR	1423	3259782	65960	49.4206
